"","scrubbed_species_binomial","Height","Leaf_N","Leaf_P","Seed_mass","SLA","Wood_density","FAMILY_STD","GROWTHFORM_STD","GROWTHFORM_DIV","GROWTHFORM_GEN"
"15868","Sisyrinchium tenuifolium",NA,NA,NA,0.032,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15869","Sisyrinchium tinctorium",NA,NA,NA,2.54,NA,NA,"Iridaceae","Herb","Non-woody epiphyte_Vine_Herb","herbaceous"
"15870","Sisyrinchium vaginatum",NA,NA,NA,1.78,NA,NA,"Iridaceae","Herb","Non-woody epiphyte_Herb","herbaceous"
"15871","Sium latifolium",1.295,NA,NA,1.42,45.9584936988235,NA,"Apiaceae","Aquatic","Aquatic","herbaceous"
"15872","Sium suave",NA,NA,NA,0.8,21.41757751,NA,"Apiaceae","Herb","Aquatic_Herb","herbaceous"
"15873","Skimmia japonica",NA,NA,NA,14,NA,NA,NA,NA,NA,NA
"15874","Sloanea aberrans",NA,NA,NA,NA,NA,0.41,"Elaeocarpaceae","Tree","Tree","woody"
"15875","Sloanea australis",30.48,NA,NA,NA,NA,0.5163449445,NA,NA,NA,NA
"15876","Sloanea berteriana",NA,13,0.60214,NA,NA,0.8,"Elaeocarpaceae","Tree","Tree","woody"
"15877","Sloanea brenesii",NA,NA,NA,NA,20.473517905,NA,"Elaeocarpaceae","Tree","Shrub_Tree","woody"
"15878","Sloanea caribaea",17.7088392857143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15879","Sloanea celebica",NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA
"15880","Sloanea dasycarpa",NA,NA,NA,NA,NA,0.43075,"Elaeocarpaceae","Tree","Tree","woody"
"15881","Sloanea dentata",20.8481481481481,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15882","Sloanea echinocarpa",NA,NA,NA,NA,NA,0.77,"Elaeocarpaceae","Tree","Tree","woody"
"15883","Sloanea eichleri",NA,NA,NA,NA,NA,0.75,"Elaeocarpaceae","Tree","Tree","woody"
"15884","Sloanea forbesii",NA,NA,NA,NA,NA,0.42104,NA,NA,NA,NA
"15885","Sloanea fragrans",NA,20.7,NA,NA,13.141,0.47,"Elaeocarpaceae","Tree","Tree","woody"
"15886","Sloanea grandiflora",NA,NA,NA,NA,NA,0.81025,"Elaeocarpaceae","Tree","Shrub_Tree","woody"
"15887","Sloanea guianensis",NA,NA,NA,200,NA,0.8211764556,"Elaeocarpaceae","Tree","Shrub_Tree","woody"
"15888","Sloanea javanica",NA,NA,NA,NA,NA,0.545,NA,NA,NA,NA
"15889","Sloanea langii",NA,NA,NA,NA,NA,0.594045,NA,NA,NA,NA
"15890","Sloanea laurifolia",NA,NA,NA,NA,NA,0.8155,"Elaeocarpaceae","Tree","Tree","woody"
"15891","Sloanea longipes",NA,NA,NA,NA,11.31422991,NA,"Elaeocarpaceae","Tree","Tree","woody"
"15892","Sloanea macbrydei",NA,NA,NA,NA,NA,0.477358111166667,NA,NA,NA,NA
"15893","Sloanea megacarpa",NA,NA,NA,NA,NA,0.861,"Elaeocarpaceae","Tree","Tree","woody"
"15894","Sloanea monosperma",NA,NA,NA,NA,NA,0.88,"Elaeocarpaceae","Tree","Tree","woody"
"15895","Sloanea nitida",NA,NA,NA,NA,NA,0.955,"Elaeocarpaceae","Tree","Tree","woody"
"15896","Sloanea obtusifolia",27,15.9,NA,NA,22.467,NA,"Elaeocarpaceae","Tree","Tree","woody"
"15897","Sloanea paradisearum",NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA
"15898","Sloanea petenensis",NA,NA,NA,NA,NA,0.67,"Elaeocarpaceae","Tree","Tree","woody"
"15899","Sloanea ptariana",NA,11.8,NA,NA,NA,NA,"Elaeocarpaceae","Tree","Tree","woody"
"15900","Sloanea pubescens",NA,16.2,NA,NA,16.182,NA,"Elaeocarpaceae","Tree","Shrub_Tree","woody"
"15901","Sloanea pulchra",NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA
"15902","Sloanea pullei",NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA
"15903","Sloanea rhodantha",NA,NA,NA,NA,NA,0.537891511333333,"Elaeocarpaceae","Tree","Tree","woody"
"15904","Sloanea robusta",NA,17.3,NA,NA,13.303,0.861,"Elaeocarpaceae","Tree","Tree","woody"
"15905","Sloanea schomburgkii",NA,NA,NA,NA,NA,0.8655,"Elaeocarpaceae","Tree","Tree","woody"
"15906","Sloanea sigun",NA,NA,NA,NA,NA,0.49,"Elaeocarpaceae","Tree","Tree","woody"
"15907","Sloanea sinensis",NA,NA,NA,NA,NA,0.4783875,"Elaeocarpaceae","Tree","Tree","woody"
"15908","Sloanea sogerensis",NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
"15909","Sloanea synandra",NA,16.2,NA,NA,17.105,0.653,"Elaeocarpaceae","Tree","Tree","woody"
"15910","Sloanea terniflora",34,21.331,0.6778829925,58.95,NA,NA,"Elaeocarpaceae","Tree","Herb_Shrub_Tree","woody"
"15911","Sloanea tieghemi",NA,NA,NA,NA,NA,0.45,"Elaeocarpaceae","Tree","Tree","woody"
"15912","Sloanea woollsii",NA,NA,NA,NA,NA,0.5189765,NA,NA,NA,NA
"15913","Sloetia elongata",NA,NA,NA,NA,NA,0.825,NA,NA,NA,NA
"15914","Sloetiopsis usambarensis",4.54419889502762,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15915","Smallanthus uvedalia",NA,NA,NA,10.1,NA,NA,"Asteraceae","Herb","Shrub_Herb","herbaceous"
"15916","Smelowskia calycina",NA,65.65006362,4.399645,NA,NA,NA,"Brassicaceae","Herb","Herb","herbaceous"
"15917","Smilax aspera",NA,27.2,NA,38.23,14.69,0.43,NA,NA,NA,NA
"15918","Smilax australis",NA,NA,NA,29.809,NA,NA,NA,NA,NA,NA
"15919","Smilax ecirrhata",0.6,NA,NA,33.41,NA,NA,NA,NA,NA,NA
"15920","Smilax excelsa",NA,NA,NA,32.2,NA,NA,NA,NA,NA,NA
"15921","Smilax glyciphylla",NA,NA,NA,36.75172,NA,NA,NA,NA,NA,NA
"15922","Smilax herbacea",5,NA,NA,38.55,NA,NA,NA,NA,NA,NA
"15923","Smilax lasioneura",NA,NA,NA,24.98,NA,NA,NA,NA,NA,NA
"15924","Smilax nipponica",NA,NA,NA,27.4,NA,NA,NA,NA,NA,NA
"15925","Smilax oblongata",NA,NA,NA,57.54,NA,NA,NA,NA,NA,NA
"15926","Smilax pumila",NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA
"15927","Smilax purhampuy",NA,NA,NA,162.6,NA,NA,NA,NA,NA,NA
"15928","Smilax rotundifolia",NA,NA,NA,49.5,NA,NA,NA,NA,NA,NA
"15929","Smilax schomburgkiana",NA,NA,NA,195.718516666667,NA,NA,NA,NA,NA,NA
"15930","Smilax spinosa",NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA
"15931","Smilax tamnoides",NA,NA,NA,23.69,NA,NA,NA,NA,NA,NA
"15932","Smyrnium olusatrum",0.8,NA,NA,35.8457142857143,39.6,NA,"Apiaceae","Herb","Herb","herbaceous"
"15933","Smyrnium perfoliatum",0.65,NA,NA,1.3,31.82,NA,NA,NA,NA,NA
"15934","Socratea exorrhiza",19,21.575,NA,5169.56675,20.9085238095238,0.23,"Arecaceae","Tree","Non-woody epiphyte_Shrub_Tree","woody"
"15935","Solanecio mannii",NA,NA,NA,NA,NA,0.3312425,"Asteraceae","Herb","Herb","herbaceous"
"15936","Solanum acanthodes",NA,NA,NA,NA,NA,0.32,"Solanaceae","Tree","Shrub_Tree","woody"
"15937","Solanum aethiopicum",NA,NA,NA,2.65,NA,NA,NA,NA,NA,NA
"15938","Solanum altissimum",NA,31,NA,NA,22.181,NA,"Solanaceae","Tree","Shrub_Tree","woody"
"15939","Solanum americanum",0.6,NA,NA,0.67465,25.225,NA,"Solanaceae","Herb","Non-woody epiphyte_Tree_Vine_Shrub_Herb","herbaceous"
"15940","Solanum aphyodendron",NA,NA,NA,NA,NA,0.545,NA,NA,NA,NA
"15941","Solanum arcanum",NA,NA,NA,NA,2.1078839944069e-05,NA,NA,NA,NA,NA
"15942","Solanum aviculare",NA,NA,NA,0.652222222222222,NA,NA,"Solanaceae","Shrub","Shrub","woody"
"15943","Solanum capsicoides",NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA
"15944","Solanum cheesmaniae",NA,NA,NA,NA,2.25255285777693e-05,NA,NA,NA,NA,NA
"15945","Solanum chenopodioides",NA,NA,NA,0.31,NA,NA,"Solanaceae","Herb","Herb","herbaceous"
"15946","Solanum chilense",NA,26.20036122,1.78514,NA,2.50131918275753e-05,NA,NA,NA,NA,NA
"15947","Solanum circinatum",NA,25.3,NA,NA,NA,NA,NA,NA,NA,NA
"15948","Solanum crinitum",NA,NA,NA,NA,NA,0.24,"Solanaceae","Shrub","Tree_Shrub","woody"
"15949","Solanum dallachii",NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA
"15950","Solanum densevestitum",NA,NA,NA,1.09003183333333,NA,NA,NA,NA,NA,NA
"15951","Solanum douglasii",NA,NA,NA,0.42,NA,NA,"Solanaceae","Herb","Shrub_Herb","herbaceous"
"15952","Solanum dulcamara",1.18181818181818,39.8873,NA,26.48972325,33.3669708333333,NA,NA,NA,NA,NA
"15953","Solanum elaeagnifolium",NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA
"15954","Solanum ellipticum",NA,NA,NA,1.04,NA,NA,NA,NA,NA,NA
"15955","Solanum erianthum",NA,NA,NA,0.775,NA,NA,"Solanaceae","Shrub","Herb_Tree_Shrub","woody"
"15956","Solanum esuriale",NA,NA,NA,1.932,NA,NA,NA,NA,NA,NA
"15957","Solanum ferocissimum",1.5,32.83669535,1.3,2.53,6.64707849893617,NA,NA,NA,NA,NA
"15958","Solanum galapagense",NA,NA,NA,NA,2.14637411474424e-05,NA,NA,NA,NA,NA
"15959","Solanum grandiflorum",NA,NA,NA,NA,NA,0.35,"Solanaceae","Tree","Shrub_Tree","woody"
"15960","Solanum granuloso-leprosum",NA,NA,NA,1.03,NA,0.4041,"Solanaceae","Shrub","Tree_Shrub","woody"
"15961","Solanum habrochaites",NA,NA,NA,NA,1.60322389162295e-05,NA,NA,NA,NA,NA
"15962","Solanum hayesii",13,NA,NA,2.27482175,NA,NA,"Solanaceae","Tree","Herb_Shrub_Tree","woody"
"15963","Solanum hazenii",NA,40.0405,1.596165,NA,NA,NA,"Solanaceae","Shrub","Herb_Tree_Shrub","woody"
"15964","Solanum incanum",NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA
"15965","Solanum indicum",NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"15966","Solanum juglandifolium",NA,NA,NA,NA,1.37492393346765e-05,NA,NA,NA,NA,NA
"15967","Solanum laciniatum",NA,NA,NA,1.95,NA,NA,"Solanaceae","Shrub","Shrub","woody"
"15968","Solanum lepidotum",NA,43.6,NA,NA,24.092,NA,NA,NA,NA,NA
"15969","Solanum leptopodum",NA,43.9,NA,NA,21.728,NA,NA,NA,NA,NA
"15970","Solanum luteum",0.1725,NA,NA,NA,23.843,NA,NA,NA,NA,NA
"15971","Solanum lycopersicoides",NA,NA,NA,NA,2.88565714716775e-05,NA,NA,NA,NA,NA
"15972","Solanum lycopersicum",0.3581,NA,NA,2.251,1.02376778525689,NA,"Solanaceae","Herb","Shrub_Vine_Herb","herbaceous"
"15973","Solanum macranthum",NA,NA,NA,2.19,NA,NA,NA,NA,NA,NA
"15974","Solanum macrocarpon",NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA
"15975","Solanum malletii",NA,32.8,NA,NA,18.065,NA,NA,NA,NA,NA
"15976","Solanum mauritianum",NA,NA,NA,1.03,NA,NA,NA,NA,NA,NA
"15977","Solanum melongena",NA,NA,NA,3.965,13.7,NA,"Solanaceae","Herb","Shrub_Herb","herbaceous"
"15978","Solanum neorickii",NA,NA,NA,NA,2.33737870329177e-05,NA,NA,NA,NA,NA
"15979","Solanum ochranthum",NA,NA,NA,NA,1.74533892734997e-05,NA,NA,NA,NA,NA
"15980","Solanum oligacanthum",NA,NA,NA,10.165,NA,NA,NA,NA,NA,NA
"15981","Solanum oppositifolium",NA,NA,NA,4,NA,NA,"Solanaceae","Shrub","Liana_Vine_Herb_Tree_Shrub","woody"
"15982","Solanum parishii",NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA
"15983","Solanum peruvianum",NA,NA,NA,NA,2.04576676731722e-05,NA,"Solanaceae","Herb","Herb","herbaceous"
"15984","Solanum pimpinellifolium",0.3145,NA,NA,1.345,3.70837473771328,NA,"Solanaceae","Herb","Liana_Shrub_Herb","herbaceous"
"15985","Solanum pseudocapsicum",NA,NA,NA,2.68,NA,NA,"Solanaceae","Shrub","Herb_Shrub","woody"
"15986","Solanum pseudoquina",NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA
"15987","Solanum pungetium",NA,NA,NA,0.897,NA,NA,NA,NA,NA,NA
"15988","Solanum quadriloculatum",NA,NA,NA,1.465,NA,NA,NA,NA,NA,NA
"15989","Solanum riparium",16.62,NA,NA,16620,14.64,0.494,NA,NA,NA,NA
"15990","Solanum rostratum",0.7,NA,NA,3.48457142857143,NA,NA,"Solanaceae","Herb","Herb","herbaceous"
"15991","Solanum rovirosanum",NA,35.3143468866667,1.92290779666667,NA,NA,NA,NA,NA,NA,NA
"15992","Solanum rudepannum",4,NA,NA,NA,NA,NA,"Solanaceae","Shrub","Tree_Herb_Shrub","woody"
"15993","Solanum scabrum",NA,NA,NA,0.65,NA,NA,"Solanaceae","Herb","Herb","herbaceous"
"15994","Solanum schlechtendalianum",4,NA,NA,1.5,NA,NA,"Solanaceae","Shrub","Herb_Vine_Tree_Shrub","woody"
"15995","Solanum seaforthianum",NA,NA,NA,2.32,NA,NA,"Solanaceae","Vine","Liana_Herb_Shrub_Vine","herbaceous"
"15996","Solanum sessile",NA,28.9,NA,7.50441,15.733,NA,NA,NA,NA,NA
"15997","Solanum surattense",NA,NA,NA,1.1,NA,NA,"Solanaceae","Herb","Herb","herbaceous"
"15998","Solanum torvum",NA,NA,NA,1,NA,NA,"Solanaceae","Shrub","Herb_Tree_Shrub","woody"
"15999","Solanum triflorum",1,NA,NA,1.03533333333333,NA,NA,"Solanaceae","Herb","Herb","herbaceous"
"16000","Solanum tuberosum",0.6,NA,NA,0.7,23.9657142857143,NA,"Solanaceae","Herb","Herb","herbaceous"
"16001","Solanum umbellatum",4,NA,NA,NA,NA,0.494,"Solanaceae","Shrub","Herb_Tree_Shrub","woody"
"16002","Solanum umbelliferum",1.95,31.98,NA,NA,8.06800625,0.55,"Solanaceae","Shrub","Shrub","woody"
"16003","Solanum vacciniiflorum",NA,58.1733333333333,3.63174666666667,NA,NA,NA,NA,NA,NA,NA
"16004","Solanum viridifolium",NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA
"16005","Solanum wallacei",NA,NA,NA,0.647,NA,NA,NA,NA,NA,NA
"16006","Solanum xanti",NA,NA,NA,0.795,NA,NA,"Solanaceae","Herb","Herb","herbaceous"
"16007","Soldanella alpina",0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16008","Soldanella minima",0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16009","Soldanella montana",0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16010","Soldanella pusilla",0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16011","Soleirolia soleirolii",0.095,NA,NA,NA,25.25,NA,"Urticaceae","Herb","Herb","herbaceous"
"16012","Solenospermum ledermannii",NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA
"16013","Solidago canadensis",0.842008771929825,NA,NA,0.0770625,13.0623831648696,NA,"Asteraceae","Herb","Herb","herbaceous"
"16014","Solidago elongata",NA,NA,NA,0.104,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"16015","Solidago gigantea",1.375,NA,NA,0.10875,20.25,NA,"Asteraceae","Herb","Herb","herbaceous"
"16016","Solidago juncea",1.2,NA,NA,0.113,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"16017","Solidago mollis",NA,NA,NA,0.175,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"16018","Solidago multiradiata",NA,27.8825,1.73362,NA,NA,NA,NA,NA,NA,NA
"16019","Solidago nemoralis",0.7,15.8,NA,0.0819527777777778,8.2,NA,"Asteraceae","Herb","Tree_Herb","herbaceous"
"16020","Solidago ohioensis",NA,NA,NA,0.216,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"16021","Solidago rigida",NA,13.8723154,NA,0.452857142857143,10.2977682333333,NA,"Asteraceae","Herb","Shrub_Herb","herbaceous"
"16022","Solidago rugosa",2,NA,NA,0.083,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"16023","Solidago serotina",NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA
"16024","Solidago simplex",NA,NA,NA,0.428,NA,NA,"Asteraceae","Herb","Shrub_Herb","herbaceous"
"16025","Solidago speciosa",NA,NA,NA,0.2,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"16026","Solidago uliginosa",NA,NA,NA,0.157,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"16027","Solidago ulmifolia",1.5,NA,NA,0.129,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"16028","Solidago velutina",NA,21,NA,0.0755,9.16,NA,"Asteraceae","Herb","Herb","herbaceous"
"16029","Solidago virgaurea",0.5625,23.2,NA,0.46,22.9011591682353,NA,"Asteraceae","Herb","Herb","herbaceous"
"16030","Soliva sessilis",NA,NA,NA,0.941828285714286,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"16031","Sonchus arvensis",1.165,NA,NA,0.410976333333333,22.231954108,NA,"Asteraceae","Herb","Herb","herbaceous"
"16032","Sonchus asper",0.70125,32.9,NA,0.255358714285714,24.1478616986667,NA,"Asteraceae","Herb","Herb","herbaceous"
"16033","Sonchus brachyotus",NA,22.6,1.78,NA,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"16034","Sonchus crassifolius",NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA
"16035","Sonchus oleraceus",1.03409090909091,29.6838333333333,3.46,0.303702928571429,37.9652151821053,NA,"Asteraceae","Herb","Tree_Herb","herbaceous"
"16036","Sonchus palustris",1.95714285714286,NA,NA,0.578,25.836,NA,"Asteraceae","Herb","Herb","herbaceous"
"16037","Sonneratia alba",NA,NA,NA,NA,NA,0.5086125,"Lythraceae","Tree","Tree","woody"
"16038","Sonneratia apetala",NA,NA,NA,NA,NA,0.528566,"Lythraceae","Tree","Tree","woody"
"16039","Sonneratia caseolaris",NA,NA,NA,NA,NA,0.3886125,"Lythraceae","Tree","Tree","woody"
"16040","Sonneratia ovata",NA,NA,NA,NA,NA,0.37,"Lythraceae","Tree","Tree","woody"
"16041","Sophora affinis",9.906,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16042","Sophora alopecuroides",NA,33.35,1.212,16.7,NA,NA,"Fabaceae","Tree","Tree","woody"
"16043","Sophora arizonica",NA,NA,NA,158.73,NA,NA,"Fabaceae","Shrub","Shrub","woody"
"16044","Sophora chrysophylla",NA,28.9,1.5,NA,10.47295105,NA,NA,NA,NA,NA
"16045","Sophora davidii",NA,35.4,NA,NA,14.191,NA,NA,NA,NA,NA
"16046","Sophora flavescens",NA,32.8,2.07,NA,NA,NA,"Fabaceae","Shrub","Shrub","woody"
"16047","Sophora microphylla",NA,NA,NA,71.2775,NA,NA,"Fabaceae","Tree","Tree","woody"
"16048","Sophora mollis",NA,NA,NA,41.2,NA,NA,NA,NA,NA,NA
"16049","Sophora moorcroftiana",NA,32.8,NA,NA,9.823182711,NA,"Fabaceae","Shrub","Shrub","woody"
"16050","Sophora secundiflora",8.2296,NA,NA,600.4,NA,NA,"Fabaceae","Tree","Tree","woody"
"16051","Sophora tomentosa",NA,NA,NA,71.43,NA,NA,"Fabaceae","Shrub","Shrub","woody"
"16052","Sorbaria sorbifolia",1.488,NA,NA,40.459996,16.4203726621918,NA,"Rosaceae","Shrub","Shrub","woody"
"16053","Sorbus alnifolia",NA,NA,NA,16.21810375,11.7647059,NA,"Rosaceae","Tree","Tree","woody"
"16054","Sorbus americana",18.8976,15.9,NA,11.016238,15.67858466,NA,NA,NA,NA,NA
"16055","Sorbus aria",6.55111111111111,NA,NA,169.126666666667,20.5783639106632,0.6414725,NA,NA,NA,NA
"16056","Sorbus aucuparia",8.70430268589744,22.77006,1.8,15.6541576,10.7430853767383,0.576935,NA,NA,NA,NA
"16057","Sorbus chamaemespilus",1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16058","Sorbus commixta",NA,NA,NA,4.82076925,13.6054422,NA,NA,NA,NA,NA
"16059","Sorbus decora",17.6784,NA,NA,3.578297,NA,NA,NA,NA,NA,NA
"16060","Sorbus discolor",NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA
"16061","Sorbus domestica",11.5,NA,NA,11.155,16.8537163442857,NA,NA,NA,NA,NA
"16062","Sorbus folgneri",NA,NA,NA,NA,NA,0.62,"Rosaceae","Tree","Tree","woody"
"16063","Sorbus intermedia",7.52888888888889,NA,NA,31.294426,15.4261873005291,NA,"Rosaceae","Tree","Tree","woody"
"16064","Sorbus pseudofennica",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16065","Sorbus rupicola",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16066","Sorbus scopulina",4.2672,NA,NA,3.61,12.343,NA,NA,NA,NA,NA
"16067","Sorbus sitchensis",15.24,NA,NA,3.227473,NA,NA,NA,NA,NA,NA
"16068","Sorbus torminalis",13.5625,NA,NA,70.5271428571429,17.9711515151515,0.611155,"Rosaceae","Tree","Tree","woody"
"16069","Sorbus umbellata",NA,NA,NA,434.78,NA,NA,NA,NA,NA,NA
"16070","Sorghastrum nutans",2.5,16.7811231,NA,NA,14.225668,NA,"Poaceae","Herb","Herb","herbaceous"
"16071","Sorghum arundinaceum",NA,NA,NA,0.761,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"16072","Sorghum bicolor",0.2833,20.5166666666667,2.045,12.0246,20.9981,NA,"Poaceae","Herb","Tree_Herb","herbaceous"
"16073","Sorghum halepense",1.5,NA,NA,3.69616666666667,NA,NA,"Poaceae","Herb","Tree_Herb","herbaceous"
"16074","Sorghum intrans",NA,NA,NA,11.7,NA,NA,NA,NA,NA,NA
"16075","Sorghum leiocladum",NA,NA,NA,2.51,NA,NA,NA,NA,NA,NA
"16076","Sorindeia madagascariensis",NA,NA,NA,NA,NA,0.56,"Anacardiaceae","Tree","Tree","woody"
"16077","Sorocea affinis",9,NA,NA,127.464222222222,30.7250869565217,0.646,NA,NA,NA,NA
"16078","Sorocea bonplandii",NA,NA,NA,600,NA,0.615,"Moraceae","Tree","Shrub_Tree","woody"
"16079","Sorocea briquetii",NA,NA,NA,NA,NA,0.595,"Moraceae","Tree","Liana_Shrub_Tree","woody"
"16080","Sorocea muriculata",NA,23.8,NA,NA,19.598,NA,"Moraceae","Tree","Shrub_Tree","woody"
"16081","Sorocea pubivena",NA,21.3,NA,NA,15.7505,NA,"Moraceae","Tree","Herb_Shrub_Tree","woody"
"16082","Sorocea sarcocarpa",NA,24.5,NA,NA,20.119,NA,"Moraceae","Tree","Shrub_Tree","woody"
"16083","Sorocea steinbachii",NA,27.5,NA,NA,22.606,NA,"Moraceae","Tree","Herb_Shrub_Tree","woody"
"16084","Sorocea trophoides",NA,24.828,1.7816,NA,NA,NA,"Moraceae","Tree","Shrub_Tree","woody"
"16085","Souroubea vallicola",NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA
"16086","Soymida febrifuga",NA,NA,NA,NA,NA,0.96,"Meliaceae","Tree","Tree","woody"
"16087","Spachea elegans",NA,NA,NA,NA,NA,0.595,"Malpighiaceae","Tree","Shrub_Tree","woody"
"16088","Spachea membranacea",NA,NA,NA,9.47,NA,NA,NA,NA,NA,NA
"16089","Sparattosperma leucanthum",NA,NA,NA,NA,NA,0.57,"Bignoniaceae","Tree","Shrub_Vine_Tree","woody"
"16090","Sparganium angustifolium",0.0375,NA,NA,2.533,NA,NA,"Typhaceae","Herb","Herb","herbaceous"
"16091","Sparganium emersum",0.3,NA,NA,2.932,28.3,NA,"Typhaceae","Herb","Aquatic_Herb","herbaceous"
"16092","Sparganium erectum",0.53125,NA,NA,18.71,18.76,NA,"Typhaceae","Herb","Herb","herbaceous"
"16093","Sparganium eurycarpum",NA,NA,NA,66.575,NA,NA,"Typhaceae","Herb","Herb","herbaceous"
"16094","Sparganium natans",0.0375,NA,NA,NA,39.657,NA,"Typhaceae","Herb","Herb","herbaceous"
"16095","Sparganium stoloniferum",NA,NA,2.42,NA,NA,NA,"Typhaceae","Herb","Herb","herbaceous"
"16096","Spartina alterniflora",0.248976733540373,NA,NA,NA,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"16097","Spartina anglica",NA,NA,NA,NA,9.33,NA,"Poaceae","Herb","Herb","herbaceous"
"16098","Spartina foliosa",NA,NA,NA,2.24,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"16099","Spartina pectinata",2.5,NA,NA,1.74725,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"16100","Spartina townsendii",0.6,NA,NA,NA,9.122,NA,NA,NA,NA,NA
"16101","Spartium junceum",NA,NA,NA,13.7661538461538,NA,NA,"Fabaceae","Shrub","Herb_Tree_Shrub","woody"
"16102","Spartothamnella puberula",0.4,29.8162428,1.2,NA,5.41258886125541,NA,"Lamiaceae","Shrub","Shrub","woody"
"16103","Spathiostemon javensis",NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA
"16104","Spathodea campanulata",NA,NA,NA,1.46704545454545,30.27610625,0.365427,"Bignoniaceae","Tree","Tree","woody"
"16105","Spergula arvensis",0.227777777777778,NA,NA,0.394736842105263,18.882222222,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"16106","Spergula morisonii",0.1,NA,NA,NA,11.212,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"16107","Spergula pentandra",0.075,NA,NA,0.14,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"16108","Spergula ramosa",NA,NA,NA,0.05,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"16109","Spergularia atrosperma",NA,NA,NA,0.032,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"16110","Spergularia bocconei",NA,NA,NA,0.0465,NA,NA,NA,NA,NA,NA
"16111","Spergularia bocconii",NA,NA,NA,0.0465,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"16112","Spergularia diandra",NA,NA,NA,0.018,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"16113","Spergularia echinosperma",0.06,NA,NA,NA,27.336,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"16114","Spergularia macrotheca",0.45,NA,NA,0.108736666666667,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"16115","Spergularia marina",0.131111111111111,NA,NA,0.0534,16.3654545454545,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"16116","Spergularia media",0.175,NA,NA,0.105666666666667,29.513,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"16117","Spergularia purpurea",0.051,NA,NA,0.02,15.4611,NA,NA,NA,NA,NA
"16118","Spergularia rubra",0.134444444444444,27.1,NA,0.0706838571428571,17.8693920828571,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"16119","Spergularia rupicola",0.08,NA,NA,0.04,18.4,NA,NA,NA,NA,NA
"16120","Spergularia segetalis",0.05,NA,NA,NA,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
